grid_id,date,latitude,longitude,x_utm,y_utm,rainfall_daily_mm,rainfall_cum_2d_mm,rainfall_cum_3d_mm,rainfall_cum_7d_mm,rainfall_delta_mm,elevation_m,slope_deg,low_lying_score,built_up_ratio,water_ratio,vegetation_ratio,worldcover_class,soil_clay_0_5cm,dist_to_swd_m,dist_to_macro_drain_m,dist_to_micro_drain_m,dist_to_river_stream_m,dist_to_buckingham_canal_m,dist_to_krishna_water_canal_m,drainage_density_m_per_km2,building_count,building_area_m2,dist_to_hospital_m,hospital_count_1km,dist_to_fire_station_m,dist_to_police_m,flood_occurred
CHN_G0136,2015-10-01,12.863984,80.140583,406750.0,1422250.0,2.27,2.35,3.13,31.03,2.2,18.4,0.39,0.752,0.097,0.0,0.89,40,306.0,7406.1,8454.8,6721.0,588.6,10297.1,48554.6,0.0,4,245.8,665.2,1,8841.9,5856.9,0
CHN_G0044,2015-10-01,12.854819,80.103753,402750.0,1421250.0,2.39,2.46,3.21,30.94,2.31,29.39,2.77,0.908,0.0,0.0,1.0,40,302.0,11521.5,7879.9,10830.4,392.8,14228.2,47074.8,0.0,0,0.0,3534.8,0,10342.9,7870.8,0
CHN_G0164,2015-10-01,12.864375,80.269603,420750.0,1422250.0,2.4,2.48,3.22,30.93,2.33,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,2894.0,7098.3,6647.6,4377.5,3187.7,57681.1,0.0,0,0.0,5062.0,0,13246.5,6006.1,0
CHN_G0094,2015-10-01,12.859463,80.140599,406750.0,1421750.0,2.29,2.37,3.14,31.01,2.21,19.41,0.27,0.787,0.088,0.161,0.748,10,309.0,7506.3,8868.0,6809.5,266.6,10250.8,48953.0,0.0,0,0.0,518.0,2,9340.3,6184.9,0
CHN_G0008,2015-10-01,12.850391,80.131414,405750.0,1420750.0,2.34,2.42,3.18,30.98,2.26,24.26,0.35,1.0,0.016,0.0,0.984,10,320.0,8742.4,9257.7,8035.6,483.0,11230.4,49169.7,0.0,0,0.0,912.6,2,10315.4,7598.2,0
CHN_G0059,2015-10-01,12.855046,80.172867,410250.0,1421250.0,2.28,2.36,3.13,31.02,2.2,9.97,0.79,0.605,0.329,0.002,0.65,50,319.0,4366.6,9667.8,3706.5,736.7,6729.8,51519.2,0.0,0,0.0,3570.6,0,10684.2,4813.2,0
CHN_G1623,2015-11-15,13.022462,80.218423,415250.0,1439750.0,14.69,16.93,152.87,417.75,12.45,14.65,0.92,0.458,0.984,0.0,0.014,50,12.0,47.3,4257.2,726.2,605.3,3299.4,41439.2,3412.8,0,0.0,336.4,13,1932.2,692.1,1
CHN_G1529,2015-11-15,13.013277,80.172346,410250.0,1438750.0,13.4,22.47,143.56,411.41,4.34,16.02,1.75,0.442,0.559,0.0,0.426,50,218.0,7.6,1800.8,24.7,991.0,8214.7,38452.7,9152.4,95,4323.6,641.4,1,2397.8,1025.6,1
CHN_G1628,2015-11-15,13.022531,80.241477,417750.0,1439750.0,14.94,16.05,152.69,417.08,13.83,12.32,2.21,0.503,0.683,0.004,0.312,50,184.0,35.1,5053.2,463.5,358.3,896.8,43384.2,8862.7,2,257.8,807.0,4,1819.3,853.3,1
CHN_G0110,2015-10-01,12.859694,80.214322,414750.0,1421750.0,2.29,2.37,3.14,31.01,2.21,3.55,0.16,0.692,0.107,0.0,0.893,40,327.0,1417.9,7052.5,1888.8,84.5,2326.0,54146.1,0.0,0,0.0,1548.2,0,12763.0,4651.7,0
CHN_G1295,2015-11-15,12.986403,80.255417,419250.0,1435750.0,14.81,16.65,152.88,414.69,12.97,7.99,3.35,0.621,0.81,0.0,0.184,50,79.0,5.8,7013.0,4246.0,2639.0,321.8,47077.1,14238.6,271,26758.8,281.6,25,3193.1,129.5,1
CHN_G0123,2015-10-01,12.859867,80.274224,421250.0,1421750.0,2.43,2.5,3.24,30.91,2.35,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,3503.1,7762.1,7273.0,4743.1,3823.1,58387.0,0.0,0,0.0,5642.0,0,13890.2,6711.5,0
CHN_G1250,2015-11-15,12.981842,80.241601,417750.0,1435250.0,14.78,16.76,151.96,415.51,12.79,8.92,0.96,0.553,0.945,0.0,0.054,50,60.0,43.9,6282.8,2989.7,1094.7,1241.3,46283.3,5958.2,42,12802.0,790.9,1,1612.2,1673.9,1
CHN_G0209,2015-10-01,12.868934,80.283414,422250.0,1422750.0,2.44,2.51,3.24,30.9,2.36,0.0,0.0,0.582,0.0,1.0,0.0,80,42.0,4340.5,7416.9,7985.8,5958.5,4576.6,58323.3,0.0,0,0.0,6057.5,0,13381.6,6950.2,0
CHN_G0081,2015-10-01,12.855346,80.274237,421250.0,1421250.0,2.44,2.51,3.24,30.9,2.36,0.0,0.0,0.582,0.0,1.0,0.0,80,103.0,3684.8,8215.3,7446.8,4681.1,4032.6,58761.1,0.0,18,3439.8,5768.5,0,14357.6,7050.8,0
CHN_G1793,2015-11-15,13.040574,80.227589,416250.0,1441750.0,13.97,18.86,160.71,424.17,9.08,15.98,0.93,0.477,0.978,0.0,0.016,50,333.0,15.9,2579.0,1164.5,2096.2,3323.5,40977.6,12145.4,478,56797.6,165.6,18,678.3,653.4,1
CHN_G0217,2015-10-01,12.87298,80.126729,405250.0,1423250.0,2.27,2.34,3.13,31.03,2.19,19.51,0.3,0.723,0.161,0.0,0.801,40,315.0,8443.4,6803.9,8154.2,319.2,11930.2,46853.2,0.0,0,0.0,1733.1,0,7849.8,5602.7,0
CHN_G1421,2015-11-15,12.999966,80.255377,419250.0,1437250.0,14.92,16.22,152.75,415.08,13.62,11.93,2.07,0.48,0.863,0.0,0.134,50,157.0,5.7,7968.7,3099.4,1495.3,685.6,46115.0,12854.0,373,58898.2,173.6,29,3948.1,240.8,1
CHN_G0250,2015-10-01,12.873442,80.278793,421750.0,1423250.0,2.41,2.49,3.23,30.92,2.34,0.0,0.0,0.582,0.0,1.0,0.0,80,42.0,3865.7,6719.1,7398.8,5671.8,4054.4,57616.6,0.0,35,33467.5,5356.5,0,12712.1,6271.7,0
CHN_G0746,2015-11-15,12.92759,80.241765,417750.0,1429250.0,14.31,18.56,152.06,413.66,10.06,7.53,0.97,0.452,0.659,0.072,0.213,50,71.0,10.6,342.7,2377.1,4076.2,245.3,50507.7,3717.5,111,16269.7,970.9,2,5659.7,2214.5,1
CHN_G1743,2015-11-15,13.03594,80.190715,412250.0,1441250.0,13.93,19.76,152.69,417.27,8.09,15.58,1.42,0.572,0.879,0.0,0.119,50,64.0,47.4,2504.9,883.0,948.8,6571.3,38184.8,8245.7,150,12884.0,165.9,19,4328.5,1087.9,1
CHN_G1207,2015-11-15,12.977308,80.237004,417250.0,1434750.0,14.69,17.12,151.75,415.32,12.26,3.19,1.74,0.845,0.51,0.092,0.327,50,114.0,389.3,5669.9,2350.7,788.6,1762.1,46253.8,0.0,308,80555.2,507.3,2,1017.6,1789.9,1
CHN_G1337,2015-11-15,12.990924,80.255404,419250.0,1436250.0,14.85,16.48,152.82,414.85,13.22,11.06,2.59,0.481,0.692,0.0,0.307,50,30.0,30.7,7501.3,3919.7,2495.2,434.1,46753.2,11430.1,0,0.0,165.2,30,3390.1,387.4,1
CHN_G0021,2015-10-01,12.850582,80.191312,412250.0,1420750.0,2.3,2.38,3.15,31.01,2.22,12.75,0.37,0.431,0.227,0.0,0.766,30,298.0,3097.7,9015.5,2705.4,1452.8,4731.5,53197.0,0.0,31,3049.2,3963.2,0,12046.9,5287.0,0
CHN_G0099,2015-10-01,12.859537,80.163637,409250.0,1421750.0,2.26,2.34,3.12,31.03,2.19,11.61,0.65,0.65,0.084,0.0,0.914,40,298.0,5105.1,9894.0,4398.8,1162.6,7758.5,50497.1,0.0,0,0.0,2733.2,0,9855.6,4668.9,0
CHN_G0186,2015-10-01,12.868623,80.177431,410750.0,1422750.0,2.22,2.3,3.09,31.06,2.14,7.2,1.51,0.709,0.047,0.0,0.805,30,309.0,3383.7,8164.8,2691.4,195.0,6448.6,50704.1,0.0,73,5887.2,2325.9,0,9562.6,3244.7,0
CHN_G1324,2015-11-15,12.990745,80.195471,412750.0,1436250.0,13.7,21.24,145.42,412.42,6.16,10.38,2.27,0.863,0.918,0.0,0.081,50,277.0,13.5,3243.8,264.1,2286.1,5867.7,41987.9,27024.1,377,70460.0,349.8,9,2592.6,720.3,1
